PROD_CD,PROD_NAME,MODEL_NAME,UNIT_PRICE
COM-악세사239,[LANstar] 이지컷팅 슬림 벨크로타이 롤타입 20mm*10m (한칸사이즈 8cm*2cm) [10M] 블랙 [30753],LS-EZCUT-10M,6500
COM-악세사305,[LANstar] 선정리 케이블 랩핑 튜브 50M (19Ø) [30942] [4개],LS-LC5019,100000
COM-외장형233,[LANstar] USB 3.0 TO HDMI 컨버터 LS-UH319 (100개) [30102] --단종--,LS-UH319,32000
COM-외장형302,SEVENDWARF 7D-NB 30000mAh 대용량 보조 배터리 노트북 충전가능,SEVENDWARF 7D-NB,155000
COM-외장형312,새로텍 USB3.0 외장케이스 2.5인치 (화이트),새로텍 FHD-260U3/WHITE [2.5″],9000
COM-외장형313,새로텍 USB3.0 외장케이스 2.5인치 (블랙),FHD-260U3/BLACK [2.5″] 새로텍,9000
COM-외장형460,[LANstar] M.2 SATA to USB 3.0 케이스 6Gbps 지원[60093] (100개),LS-M2SATA-CASE,10500
COM-외장형474,[LANstar] DVD Rw(Read/Writer) USB 3.0 외장형 ODD&HDD [60114] (50개),LS-EXODD,24000
COM-외장형484,[LANstar] 듀얼 HDD/SDD 도킹스테이션 2BAY USB3.0 허브 포함 [20144],LS-EXHDD ★★단종★★,35000
COM-외장형486,"[LANstar] USB 3.0 TO RGB(VGA) 영상 컨버터 , 1080P 지원 [20146]",LS-UV319,14000
COM-외장형503,[LANstar] USB3.1 M.2 NVMe SSD 외장 케이스 [20181] (100개),LS-NV31,32000
COM-외장형518,"[LANstar] USB3.0 to 2.5형 SSD, HDD SATA 투명 하드 케이스 [20257]",LS-HDD30,6500
COM-외장형519,"[LANstar] USB3.1(Type C) to 2.5형 SSD, HDD SATA 투명 하드 케이스 [20258]",LS-HDD31,9000
COM-외장형533,"[LANstar] USB 웹캠 , FHD, Auto Focus [30344] (100개)★★할인제외★★",LS-USBCAM,25000
COM-외장형547,"[LANstar] USB 웹캠 , 200만화소 FHD 해상도 [30401]",LS-USBCAM2,27000
COM-외장형567,[LANstar] NVMe M.2 외장 SSD케이스 [30441] (186개),LS-NV31N,27000
COM-외장형569,[LANstar] USB3.0 HDMI 컨버터 [30453] (100개)--단종--,LS-UH319N,16000
COM-외장형588,[LANstar] USB3.0 외장형 DVD-COMBO [30589] (50개),LS-EXODDC,16000
COM-외장형606,[LANstar] USB3.0 외장형 블루레이 레코더 ODD [30659](50개),LS-BRODD,80000
COM-외장형616,[LANstar] NVMe M.2 외장SSD 케이스 [30701] (60개),LS-NVME-CASE,25000
COM-외장형617,[LANstar] 얼굴인식 360도 자동회전 스마트폰 거치대 [30699] (40개),LS-F360S,26000
COM-외장형621,[LANstar] USB3.0 to HDMI 영상 컨버터 MAC OS 미지원 (실버) [30689](100개),LS-UH319-W,12000
COM-외장형652,[LANstar] NVME 듀얼 도킹 스테이션 SSD 복사 [30732] (20개),LS-NVDOC,99000
COM-외장형657,"[LANstar] Type C to HDMI 2.0 컨버터, 4K 60hz [30741] (200개)",LS-UCHDC,10500
COM-외장형677,[LANstar] USB 3.0 A/C타입 외장 ODD DVD-RW [30786] (50개),LS-EXODD-N,24000
COM-외장형680,[LANstar] USB3.0 to HDMI 영상 컨버터 MAC OS 지원 (블랙) [30805] (100개),LS-UH319-W(N),13000
COM-외장형681,[LANstar] 썬더볼트 M.2 NVME SSD 40Gbps 외장 케이스 [30782](30개),LS-TBNVME,125000
COM-외장형690,[LANstar] USB3.0 A/C 듀얼 HDMI 영상 컨버터 [30804] (50개),LS-UH319D,60000
COM-외장형707,[LANstar] 노트북 외장 CD롬 USB / HDMI 플레이어 [30837] (19개),LS-EXODDH,60000
COM-외장형716,[LANstar] USB to HDMI 디스플레이링크 듀얼모니터 컨버터 [30844][75개],LS-UH319D4K,100000
COM-외장형734,"[LANstar] USB3.0 A/C to HDMI 4포트 컨버터 쿼드모니터, 멀티비전 [30883] (30개)",LS-UCHD4,130000
COM-외장형767,[LANstar] M.2 NVMe SSD 듀얼 복제 도킹 스테이션 [30948],LS-NVDOC-N,58000
COM-외장형803,[LANstar] Hagibis M.2 SSD 외장 케이스 인클로저 10Gbps USB 3.2(60개) [30971],LS-M2WF,30000
COM-키마기121,ZEBEX 바코드 스캐너 Z-3220 USB용 블랙[데이타엔로직],Z-3220,31000
COM-키마기178,[비코드주식회사] 무선바코드 DL-6000BT(USB) 대만산,BL-6000BT,210000
COM-키마기199,"[LANstar] LED 한손 키보드, 기계식 35KEY [60107] [32개]",LS-HANDKEY35,19000
COM-키마기203,[LANstar] 기계식키보드 키캡 골드색상[60115],LS-CAP-G,5000
COM-키마기204,[LANstar] 기계식키보드 키캡 실버색상[60116],LS-CAP-S,5000
COM-하드케011,[LANstar] 스마트폰 수거 보관함 6구 [30839][6개],LS-SPH6,12500
COM-하드케012,[LANstar] 스마트폰 수거 보관함 12구 [30840][6개],LS-SPH12,18000
COM-하드케013,[LANstar] 스마트폰 수거 보관함 24구 [30841][1개],LS-SPH24,28000
COM-하드케014,[LANstar] 스마트폰 수거 보관함 36구 [30842][1개],LS-SPH36,40000
ELT-생활가204,[LANstar] USB 미니 선풍기 화이트[60054],LS-USBFAN-WT,1500
ELT-생활가205,[LANstar] USB 미니 선풍기 블루[60055],LS-USBFAN-BL,1500
ELT-생활가206,[LANstar] USB 미니 선풍기 핑크[60056],LS-USBFAN-PK,1500
ELT-생활가218,꼬마병정 휴대용 선풍기,꼬마병정●,7000
ELT-생활가219,수염병정 휴대용 선풍기,수염병정↙↘,7000
ELT-생활가220,트로닉 접이식 휴대용 선풍기 [화이트],화이트,7500
ELT-생활가336,트로닉 접이식 휴대용 선풍기 [블루],블루,7500
ELT-생활가337,트로닉 접이식 휴대용 선풍기 [핑크],핑크,7500
ELT-생활가347,"[LANstar] 휴대용 ,USB 손난로 3600mAh, 외장배터리, 화이트클라우드 [60082]★★할인제외★ ★단종★ ★",LS-PB-CL36W,15000
ELT-생활가348,"[LANstar] 휴대용 ,USB 손난로 3600mAh, 외장배터리, 블루클라우드 [60083]]★★할인제외★★단종★ ★",LS-PB-CL36B,15000
ELT-생활가349,"[LANstar] 휴대용 ,USB 손난로 3600mAh, 외장배터리, 핑크클라우드 [60084]]★★할인제외★★단종★ ★",LS-PB-CL36P,15000
ELT-생활가391,"[LANstar] 휴대용 미니 선풍기 , 180도 회전 , 2,000mAh , 화이트 [30345] (40개) ★★할인제외★★",LS-FRW,10000
ELT-생활가392,"[LANstar] 휴대용 미니 선풍기 , 180도 회전 , 2,000mAh , 네이비 [30346] (40개) ★★할인제외★★",LS-FRN,10000
ELT-생활가393,"[LANstar] 휴대용 미니 선풍기 , 자석거치대 , 2,000mAh , 화이트 [30347] (60개) ★★할인제외★★",LS-FMW,8000
ELT-생활가394,"[LANstar] 휴대용 미니 선풍기 , 자석거치대 , 2,000mAh , 네이비 [30348] (60개) ★★할인제외★★",LS-FMN,8000
ELT-생활가399,[LANstar] 스마트폰 자석 노트북 거치대 [30384],LS-SMAST,6000
ELT-생활가403,"[LANstar] 자동 거품 손세정기, 오토 디스펜서 핸드워시 [30461] (40개)",LS-AHAND,10000
ELT-생활가414,[LANstar] LED 모니터거치형 책상 조명 [30649] (20개),LS-MLIGHT,17000
ELT-생활가423,[LANstar] 무선 에어건 [30706] (30개),LS-AIRG,34000
ELT-생활가441,[LANstar] 소형 무선 전동 정밀드라이버 [30733] (50개),LS-WDRIVER,39000
ELT-생활가443,[LANstar] 원터치 모기장 싱글/슈퍼싱글 120*200*145cm [30751] (25개),LS-FROG,17000
ELT-생활가444,"[LANstar] 휴대용 LED 캠핑 선풍기, 그린 [30748] (24개)",LS-CFG,25000
ELT-생활가445,"[LANstar] 휴대용 LED 캠핑 선풍기, 아이보리 [30749] (24개)",LS-CFI,25000
ELT-생활가463,[LANstar] 캠핑 쓰레기통 봉투걸이 블랙 [30815],LS-GSB,5600
ELT-생활가464,[LANstar] 캠핑 쓰레기통 봉투걸이 화이트 [30816],LS-GSW,5600
ELT-생활가468,[LANstar] 휴대용 캐노피 모기장 [30843],LS-PFROG,13000
ELT-생활가473,[LANstar] 캐리어 수화물 무게측정 저울 - 무게설정 [30879],LS-SCALE-S,9000
ELT-생활가474,[LANstar] 해외여행용 멀티어댑터 35W [30870] (100개)★★할인제외★★,LS-TA35,19500
GEN-139003,[LANstar] 1394 젠더 4P(M)-6P(F) [20041],LS-1394-4M6F,1700
GEN-139004,[LANstar] 1394 젠더 6P(F)-6P(F) [20042],LS-1394-6F6F,1800
GEN-139005,[LANstar] 1394 젠더 4P(M)-4P(M) [20043],LS-1394-4M4M,1200
GEN-BNC001,"[LANstar] BNC콘넥터, TOOL형, RG60, 5C2V용 콘넥터외경 5.5mm,RING내경 7.5mm[20033]",LS-CON-RG6-5C2C,400
GEN-BNC002,[LANstar] BNC-RG58 (롱) LONG 타입 땜용[20034],LS-CON-RG58-59,1500
GEN-BNC003,"[LANstar] BNC커플러Changer , I형, BNC F／F[20031]",LS-BNC-FF,300
GEN-BNC004,"[LANstar] BNC커플러Changer , T형, BNC／M-BNC／F*2[20032][1000개]",LS-BNC-1M2F,700
GEN-BNC005,"[LANstar] BNC커플러Changer , BNC／F-1RCA／ F[20030]",LS-BNCF-RCAF,700
GEN-BNC006,"[LANstar] BNC커플러Changer , BNC／F-1RCA／M[20029]",LS-BNCF-RCAM,700
GEN-BNC007,"[LANstar] BNC커플러Changer , BNC／M-RCA／F[20028]",LS-BNCM-RCAF,600
GEN-BNC008,"[LANstar] BNC커플러Changer , BNC／M-RCA／M[20027]",LS-BNCM-RCAM,600
GEN-BNC045,"[LANstar] BNC콘넥터, TOOL형, RG59, 콘넥터외경 4.5mm,RING내경 6.5mm[20121]",LS-CON-RG59,400
GEN-BNC046,"[LANstar] BNC콘넥터, TOOL형, RG58, 콘넥터외경 4.5mm,RING내경 5.5mm[20122]",LS-CON-RG58,400
GEN-CAR006,"차량용충전USB젠더, Ciger-usb A/F, Mini type, 1A 블랙[LANstar]",LS-SMCU-AF-B1A,1500
GEN-CAR007,"차량용충전USB젠더, Ciger-usb A／F, 2.1A-블랙[60023] (LANstar)",LS-SMCU-AF-B2.1A,3000
GEN-CAR008,"차량용충전USB젠더, Ciger-usb A／F, 2.1A-화이트[60022] (LANstar)",LS-SMCU-AF-W2.1A,3000
GEN-HDI001,"[LANstar] DVI젠더, DVI 12＋5／M-HDB15P／F[20110](400개)",LS-DVI17M-HDB15F,900
GEN-HDI002,"[LANstar] DVI젠더, DVI 24＋5／F-HDB15P／M[20109]",LS-DVI29F-HDB15M,1000
GEN-HDI004,"[LANstar] DVI젠더 , DVI 24＋1／M-HDMI A／F, 4K*2K 60Hz [20106]",LS-DVI25M-HDMI-AF,1300
GEN-HDI005,"[LANstar] DVI젠더, DVI 24＋5, F／F, Gold[20107]",LS-DVI29G-FF,2300
GEN-HDI006,"[LANstar] HDMI젠더, DVI 24＋5／F-HDMI A／M[20104]",LS-DVI29F-HDMI-AM,1200
GEN-HDI007,"[LANstar] DVI젠더Changer , DVI 24＋5 F／F, 90도 꺽임[20108]",LS-DVI29G-FFL,3000
GEN-HDI008,"[LANstar] HDMI젠더, HDMI 19P F／F, Gold[20092]",LS-HDMIG-19FF,850
GEN-HDI009,"[LANstar] HDMI젠더, HDMI／M-HDMI／F*2[20094](80개)",LS-HDMIG-19MF2,3000
GEN-HDI013,"[LANstar] HDMI커플러 , HDMI F/F, 키스톤잭 타입, 중국산 [40099] (1,000개)",LS-EC-HC,2000
GEN-HDI014,"[LANstar] DVI젠더 ,DVI 24＋5／M-HDB15P／F[20111]",LS-DVI29M-HDB15F,900
GEN-HDI027,"[LANstar] DVI젠더Changer , DVI 24＋5 M／F, 90도 꺽임[20117]",LS-DVI29G-MFL,3000
GEN-HDI032,"[LANstar] HDMI젠더, HDMI A／M-A／F, Black,Gold [20047]",LS-HDMIG-AMF,800
GEN-HDI033,"[LANstar] HDMI젠더, HDMI A／M-A／F, Black,90도 [20045]",LS-HDMIG-AMFL,1200
GEN-HDI034,"[LANstar] HDMI젠더, HDMI A／F-A／F, Black,90도[20093]",LS-HDMIG-AFFL,1200
GEN-HDI035,"[LANstar] HDMI젠더, HDMI A／M-A／F, Black,360도[20058]",LS-HDMIG-AMFR,2500
GEN-HDI037,"[LANstar] HDMI미니젠더, HDMI A／M-C／F, Black[20095]",LS-HDMIG-AMCF,2100
GEN-HDI038,"[LANstar] HDMI미니젠더, HDMI A／F-C／M, Black[20096]",LS-HDMIG-AFCM,1400
GEN-HDI039,"[LANstar] HDMI미니젠더, HDMI C／F-C／F, Black[20097]",LS-HDMIG-CFCF,2500
GEN-HDI040,"[LANstar] 마이크로HDMI젠더, HDMI A／M-D／F, Black[20098]",LS-HDMIG-AMDF,1600
GEN-HDI041,"[LANstar] HDMI마이크로젠더, HDMI A／F-D／M Black[20099]",LS-HDMIG-AFDM,1000
GEN-HDI042,"[LANstar] HDMI마이크로젠더, HDMI A／F-D／M, Black, 90도[20101]",LS-HDMIG-AFDML,1500
GEN-HDI043,"[LANstar] HDMI젠더Changer , HDMI 19P A／F-A／F, 360도[20046]",LS-HDMIG-AFFR,1800
GEN-HDI044,"[LANstar] 마이크로HDMI젠더Changer , HDMI 19P D／F-D／F, Black[20100]",LS-HDMIG-DFDF,2500
GEN-HDI071,"[LANstar] HDMI 멀티 젠더, HDMI A/F TO C/M or D/M, Black[20116]",LS-HDGAF-CMDM,2200
GEN-HDI131,"[LANstar] HDMI커플러 , HDMI F/F, 키스톤잭 타입, 대만산 [40624]",LS-EC-HCT,5000
GEN-HDI142,"[LANstar] HDMI젠더, HDMI A／M-A／F, Black,180도[20134]",LS-HDMIG-AMF180,3000
GEN-HDI175,"[LANstar] HDMI젠더, HDMI A／M-A／F, Black, 상향90도 [30576]",LS-HDMIG-AMF9,800
GEN-KIT001,"[LANstar] 차량용USB충전기, 1A ＋ 마이크로B 케이블, 1M, Blister[10622]",LS-SMCKIT-1M1A,2000
GEN-KIT004,"[LANstar] 차량용스마트폰충전케이블, Cigar to Micro B, Coiled[10621]",LS-SMCM-1M,300
GEN-KIT005,"[LANstar] 차량용USB충전기, 2.1A ＋ 마이크로B 케이블, 1M, Blister[10623]",LS-SMCKIT-1M2A,3500
GEN-PS2003,"[LANstar] 키보드젠더Changer , PS2／F - PS2／F[20063]",LS-GEN-PS2FFC,1000
GEN-PS2004,"[LANstar] 키보드젠더Changer , PS2／M - PS2／M[20062]",LS-GEN-PS2MMC,1000
GEN-RJ4001,"[LANstar] RJ45 랜 연장 90도 꺾임 젠더, 상향 [30694]",LS-RJ45GEN-UP,2000
GEN-RJ4002,"[LANstar] RJ45 랜 연장 90도 꺾임 젠더, 하향 [30695]",LS-RJ45GEN-DOWN,2000
GEN-RJ4003,"[LANstar] RJ45 랜 연장 90도 꺾임 젠더, 우향 [30696]",LS-RJ45GEN-RIGHT,2000
GEN-RJ4004,"[LANstar] RJ45 랜 연장 90도 꺾임 젠더, 좌향 [30697]",LS-RJ45GEN-LEFT,2000
GEN-TYC001,"[LANstar] USB 3.1(Type C) to 3.5mm AUX , White , 10cm / C타입 이어폰 젠더 [20222](500개)",LS-C2S,3500
GEN-TYC003,"[LANstar] USB 3.1(Type C) to 3.5mm AUX , 7.1채널 , 볼륨조절 / C타입 이어폰 젠더[20241]",LS-CS71,5500
GEN-USB001,"[LANstar] 키보드젠더Changer, USB A／F-PS2／M [보라색] [20061]",LS-GEN-AF6M,400
GEN-USB002,[LANstar] 키보드젠더Changer USB A(M)／PS2(F) [녹색] [20060],LS-GEN-AM6F,400
GEN-USB003,[LANstar] USB젠더Changer A／F-A／F[20049](1700개),LS-USBG-AFAF,600
GEN-USB004,[LANstar] USB젠더Changer A／F-B／F[20055] *할인제외제품*,LS-USBG-AFBF,600
GEN-USB005,[LANstar] USB젠더Changer A／F-B／M[20051],LS-USBG-AFBM,600
GEN-USB006,[LANstar] USB젠더Changer A／F-Mini 5P／M[10665],LS-USBG-AFM5PM,600
GEN-USB007,[LANstar] USB젠더Changer A／M-Mini 5P／M[10664],LS-USBG-AM5PM,600
GEN-USB008,[LANstar] USB젠더Changer A／M-A／M[20048],LS-USBG-AMAM,600
GEN-USB009,[LANstar] USB젠더Changer A／M-B／F[20052],LS-USBG-AMBF,600
GEN-USB010,[LANstar] USB젠더Changer B／F-B／F[20054],LS-USBG-BFBF,700
GEN-USB011,[LANstar] USB젠더Changer B／M-B／M[20053],LS-USBG-BMBM,600
GEN-USB012,"[LANstar] USB2.0가이드 A／F* 2Port, 4PIN[10341](300개)",LS-USB20G,1400
GEN-USB019,"[10666] USB젠더Changer , A／M-MICRO B／M (LANstar)",LS-USBGEN-AMMBM,800
GEN-USB021,"[LANstar] USB젠더Changer , A／M-A／F 꺽임 90도[20050] (500개)",LS-USBG-AMAFL,800
GEN-USB024,"[LANstar] USB젠더Changer ,OTG 기능, A／F-MICRO B／M[10667]",LS-USBG-AFMBM,800
GEN-USB048,[LANstar] USB3.0젠더 Changer A/M-A/M [20057],LS-USB3B-AMAM,1500
GEN-USB049,[LANstar] USB3.0젠더 Changer A/M-A/F [20056],LS-USB3B-AMAF,1500
GEN-USB050,[LANstar] USB3.0젠더 Changer A/M-B/F[20065],LS-USB3B-AMBF,2000
GEN-USB051,[LANstar] USB3.0젠더 Changer A/F-A/F[20064],LS-USB3B-AFAF,1500
GEN-USB052,[LANstar] USB3.0젠더 Changer A/F-B/M[20066],LS-USB3B-AFBM,2000
GEN-USB053,[LANstar] USB3.0젠더 Changer A/F-B/F[20067],LS-USB3B-AFBF,2000
GEN-USB054,[LANstar] USB3.0젠더 Changer B/F-B/F[20068],LS-USB3B-BFBF,2000
GEN-USB055,[LANstar] USB3.0젠더 Changer A/F-Micro B/M [20069],LS-USB3B-AFMBM,2000
GEN-USB056,[LANstar] USB3.0젠더 Changer B/F-Micro B/M[20070],LS-USB3B-BFMBM,2000
GEN-USB089,"[LANstar] ◆Plus-USB3.0 키스톤 커플러 Changer A/F-A/F 90도, White [70064] (600개)",LSP-USB3B-AFFL,2200
GEN-USB106,"[LANstar] USB 3.0가이드 (2포트),LP타입, 20Pin, 50cm[20216] (125개)",LS-USB30G,5000
GEN-USB109,"[◆Lanstar-Plus] RCA 키스톤 커플러 ,RCA/F to RCA/F , White[20311]",LSP-EC-RCA,1400
GEN-USB110,"[◆Lanstar-Plus] 스테레오 키스톤 커플러 ,3.5st/F to 3.5st/F , White[20312] (500개)",LSP-EC-ST,2000
GEN-USB111,"[◆Lanstar-Plus] BNC 키스톤 커플러 ,BNC/F to BNC/F , White[20313] (500개)",LSP-EC-BNC,1500
GEN-USB112,"[◆Lanstar-Plus] LC 키스톤 커플러 ,LC/F to LC/F , White[20314]",LSP-EC-LC,1500
GEN-USB113,"[◆Lanstar-Plus] SC 키스톤 커플러 ,SC/F to SC/F , White[20315]",LSP-EC-SC,1300
GEN-USB114,"[◆Lanstar-Plus] HDMI 키스톤 커플러 ,HDMI/F to HDMI/F , White[20316]",LSP-EC-HDMI,2000
GEN-USB115,"[◆Lanstar-Plus] HDMI 케이블타입 키스톤 커플러 ,HDMI/F to HDMI/F , 0.15M [20317] [300개]",LSP-EC-HC15,4000
GEN-USB116,"[◆Lanstar-Plus] USB2.0 키스톤 커플러, USB/F to USB/F [20318](600개)",LSP-EC-USB2A,1700
GEN-USB117,"[◆Lanstar-Plus] USB3.0 키스톤 커플러, USB/F to USB/F [20319](600개)",LSP-EC-USB3A,2000
GEN-USB118,"[◆Lanstar-Plus] 블랭크 키스톤잭 , Dust Cap, White [20320] (1,000개)",LSP-EC-BLANK-W,250
GEN-USB119,"[◆Lanstar-Plus] 1hole 키스톤잭 ,F/F, White [20321] (1,000개)",LSP-EC-HOLE-W,250
GEN-USB120,"[◆Lanstar-Plus] 안테나 키스톤잭 , F/F, White [20322] (500개)",LSP-EC-F,1000
GEN-USB121,"[◆Lanstar-Plus] 바인딩 키스톤잭 , F/F, White [20323]",LSP-EC-BIND,1900
GEN-USB133,"[LANstar] USB3.0 20pin to USB2.0 9pin 변환 케이블 [30469] (1,000개)",LS-U3020G,2500
GEN-USB135,"[LANstar] USB2.0 판넬 마운트 케이블, 2PORT [30598] (250개)",LS-USB20GN,1400
GEN-모니터001,"[LANstar] 젠더Changer , HDB15P F／F, 3열[20076]",LS-GEN-HDB15FF,800
GEN-모니터002,"[LANstar] 젠더Changer , HDB15P M／M, 3열[20075]",LS-GEN-HDB15MM,900
GEN-모니터003,"[LANstar] 젠더Changer , HDB15P M／F, 3열[20077]",LS-GEN-HDB15MF,900
GEN-모니터006,"[LANstar] 젠더Changer , HDB15P M／F, 3열, 90도 꺽임[20040][500개]",LS-GEN-HDB15MFL,2000
GEN-모니터007,"[LANstar] 젠더Changer , HDB15P F/F, 3열, 90도 꺽임[20044]",LS-GEN-HDB15FFL,2000
GEN-모니터017,[LANstar] D-SUB 15핀 M/M 2열 젠더 [30595],LS-GEN-15MM2,1200
GEN-모니터018,[LANstar] D-SUB 15핀 F/F 2열 젠더 [30596],LS-GEN-15FF2,1200
GEN-모니터021,[LANstar] D-SUB 15핀 M/F 2열 젠더 [30661],LS-GEN-15MF2,1200
GEN-시리얼001,"[LANstar] 젠더Changer , DB9P／F-DB25／M[20081]",LS-GEN-9F25M,1000
GEN-시리얼002,"[LANstar] 젠더Changer , DB9P／M-DB25／F[20080]",LS-GEN-9M25F,1000
GEN-시리얼003,"[LANstar] 젠더Changer , DB9P F／F, 2열[20072]",LS-GEN-DB9FF,700
GEN-시리얼004,"[LANstar] 젠더Changer , DB9P M／M, 2열[20071] (1,000개)",LS-GEN-DB9MM,700
GEN-시리얼005,"[LANstar] 젠더Changer , DB25P F／F, 2열[20079](1000개)",LS-GEN-DB25FF,1000
GEN-시리얼006,"[LANstar] 젠더Changer , DB25P M／M, 2열[20078]",LS-GEN-DB25MM,1000
GEN-시리얼016,"[LANstar] 젠더Changer , DB9P M／F, 2열[20073][2000개]",LS-GEN-DB9MF,700
GEN-시리얼018,"[LANstar] 젠더Changer , DB9P M／F, 2열, 90도 꺽임[20074] (500개)",LS-GEN-DB9MFL,2000
GEN-시리얼021,"[LANstar] 젠더Changer , DB9P F/F, 2열, CROSS [20119]",LS-GEN-DBPFF-C,1700
GEN-시리얼023,"[LANstar] 젠더Changer , DB9P M／M,LOCK 나사 2열[20115]",LS-GEN-DB9MML,800
GEN-시리얼040,"[LANstar] 젠더Changer , DB9P F／F, 2열, 90도 꺽임[20152]",LS-GEN-DB9FFL,2000
GEN-오디영001,"[LANstar] AV젠더Changer , 1RCA F／F, Yellow[20002]",LS-AVG-RCA-FFY,200
GEN-오디영002,"[LANstar] AV젠더Changer , 1RCA F／F, Red[20001]",LS-AVG-RCA-FFR,200
GEN-오디영003,"[LANstar] AV젠더Changer , 1RCA F／F, Blue[20003]",LS-AVG-RCA-FFB,200
GEN-오디영004,"[LANstar] AV젠더Changer , 1RCA F／F, Green[20004]",LS-AVG-RCA-FFG,200
GEN-오디영005,"[LANstar] AV젠더Changer , 1RCA F／F, Black[20005]",LS-AVG-RCA-FFBK,200
GEN-오디영006,"[LANstar] AV젠더Changer , 1RCA F／F, White[20006]",LS-AVG-RCA-FFW,200
GEN-오디영007,"[LANstar] AV젠더Changer , SVHS 4P／F-1RCA／F[20024]",LS-AVG-1RF-SVF,700
GEN-오디영008,"[LANstar] AV젠더Changer , SVHS 4P／F-1RCA／M[20025]",LS-AVG-1RM-SVM,700
GEN-오디영009,"[LANstar] AV젠더Changer , SVHS 4P F／F[20026]",LS-AVG-SVHS-FF,700
GEN-오디영028,[LANstar] 4극 스테레오 to 3극 스테레오 젠더 [30416],LS-4STF3STM,1000
GEN-오디음001,"[LANstar] AV젠더Changer , 1RCA／M-2RCA／F[20012]",LS-AVG-1RM-2RF,450
GEN-오디음002,"[LANstar] AV젠더Changer , 2RCA F／F[20016]",LS-AVG-2RCA-FF,450
GEN-오디음003,"[LANstar] AV젠더Changer , 2RCA／F-1RCA／F[20013]",LS-AVG-1RF-2RF,450
GEN-오디음004,"[LANstar] AV젠더Changer , 3.5ST／F-6.3(5.5)ST／M[20019] (1,000개)",LS-STG-3.5F-6.3M,600
GEN-오디음005,"[LANstar] AV젠더Changer , 3.5ST／M-3.5ST／F*2[20017]",LS-STG-3.5M-3.5F*2,400
GEN-오디음006,"[LANstar] AV젠더Changer , 2.5ST／F-3.5ST／M[20020]",LS-STG-2.5F-3.5M,400
GEN-오디음007,"[LANstar] AV젠더Changer , 3.5ST／M-6.3(5.5)ST／F[20018]",LS-STG-3.5M-6.3F,600
GEN-오디음008,"[LANstar] AV젠더Changer , 3.5ST F／F[20022]",LS-STG-3.5ST-FF,500
GEN-오디음009,"[LANstar] AV젠더Changer , 6.3(5.5)ST F／F[20023]",LS-STG-6.3ST-FF,800
GEN-오디음010,"[LANstar] AV젠더Changer , 3.5ST／M-2RCA／F[20014]",LS-AVG-2RF-3.5M,450
GEN-오디음011,"[LANstar] AV젠더Changer , 2.5ST／M-3.5ST／F[20021]",LS-STG-2.5M-3.5F,450
GEN-오디음028,"[LANstar] AV젠더Changer , 3.5ST／F-2RCA／M[20015]",LS-AVG-2RM-3.5F,450
GEN-제작용001,"[LANstar] 납땜용콘넥터 , Soldering, DB9P／F, 2열[20083](2000개)",LS-CON-S9F,130
GEN-제작용002,"[LANstar] 납땜용콘넥터 , Soldering, DB9P／M, 2열[20082] (2,000개)",LS-CON-S9M,130
GEN-제작용003,"[LANstar] 납땜용콘넥터 , Soldering, HDB15P／F, 3열[20085]",LS-CON-S15F,190
GEN-제작용004,"[LANstar] 납땜용콘넥터 , Soldering, HDB15P／M, 3열[20084]",LS-CON-S15M,190
GEN-제작용005,"[LANstar] 납땜용콘넥터 , Soldering, DB25P／F, 2열[20087]",LS-CON-S25F,200
GEN-제작용006,"[LANstar] 납땜용콘넥터 , Soldering, DB25P／M, 2열[20086]",LS-CON-S25M,200
GEN-후드제001,"[LANstar] 콘넥터후드 , 25P용 Hood케이스, Long나사포함[20088] (600개)",LS-HOOD-25L,250
GEN-후드제002,"[LANstar] 콘넥터후드 , 9P／15P겸용 Hood케이스, Long 나사포함[20090](1000개)",LS-HOOD-915L,200
GEN-후드제004,"[LANstar] 콘넥터후드 , 25P용 Hood케이스, Short나사포함[20089] (600개)",LS-HOOD-25S,250
GEN-후드제005,"[LANstar] 콘넥터후드 , 9/15P용 Hood케이스, Short나사포함[20091]",LS-HOOD-915S,200
INT-DVR002,"[DVR C&C] VGA / Audio리피터 송신기,[단품사용불가- UTP8201AR 함께구매 사용]",UTP8201AT,62000
INT-DVR004,"[DVR C&C] UTP801HD-B1 / HDMI 리피터, 랜케이블 이용 100M전송",UTP801HD-B1,450000
INT-DVR005,"[DVR C&C] HDMI 리피터 100M, 스위치허브연결",UTP801HD-B2,484000
INT-DVR006,"[DVR C&C] HDMI 리피터, 랜케이블 이용 60M전송",UTP801HD-A2,153500
INT-DVR007,"[DVR C&C] Hdmi to SDI컨버터, HDMI를 SDI로 변환",UTP3-HDMI-SDI,292000
INT-DVR008,"[DVR C&C] SDI to HDMI컨버터, SDI를 HDMI로 변환",UTP3-SDI-HDMI,127000
INT-DVR011,"[DVR C&C] UTP패시브 전송장치, 푸쉬타입 송(파랑)/수신기(빨강) 세트",UTP101PA,13500
INT-DVR012,"[DVR C&C] UTP101PV 1채널 비디오, 전원 UTP 트랜시버",UTP101PV,8600
INT-DVR013,[DVR C&C] UTP케이블 전송장치(전원/영상) 세트 (송/수신세트),UTP101PV-A2,16300
INT-DVR014,"[DVR C&C] UTP101PVD 1채널 전원, 영상, 데이터 전송장치 (송수신기)",UTP101PVD,10500
INT-DVR015,"[DVR C&C] PoE전원 인젝터, PoE스위치허브 전원확장",20S48-POE,14500
