PROD_CD,PROD_NAME,MODEL_NAME,UNIT_PRICE
CAB-U6F003,"[LANstar] UTP평면 랜케이블 , CAT.6 DIRECT 3M, BLACK(▶검정◀)[10132](250개)",LS-F6-UTPD-3M,1200
CAB-U6F004,"[LANstar] UTP평면 랜케이블 , CAT.6 DIRECT 5M, BLACK(▶검정◀)[10133](200개)",LS-F6-UTPD-5M,1600
CAB-U6F005,"[LANstar] UTP평면 랜케이블 , CAT.6 DIRECT 10M, BLACK(▶검정◀)[10134](150개)",LS-F6-UTPD-10M,2800
CAB-U6F006,"[LANstar] UTP평면 랜케이블 , CAT.6 DIRECT 15M, BLACK(▶검정◀)[10135](70개)",LS-F6-UTPD-15M,3400
CAB-U6F007,"[LANstar] UTP평면 랜케이블 , CAT.6 DIRECT 20M, BLACK(▶검정◀)[10136](70개)",LS-F6-UTPD-20M,4400
CAB-U6F017,"[LANstar] UTP평면케이블 , CAT.6 DIRECT 1M, WHITE(▷흰색◁)[10855](300개)",LS-F6UTPD-1MW,900
CAB-U6F018,"[LANstar] UTP평면케이블 , CAT.6 DIRECT 2M, WHITE(▷흰색◁)[10856](300개)",LS-F6UTPD-2MW,1000
CAB-U6F019,"[LANstar] UTP평면케이블 , CAT.6 DIRECT 3M, WHITE(▷흰색◁)[10857](250개)",LS-F6UTPD-3MW,1200
CAB-U6F020,"[LANstar] UTP평면케이블 , CAT.6 DIRECT 5M, WHITE(▷흰색◁)[10858](200개)",LS-F6UTPD-5MW,1600
CAB-U6F021,"[LANstar] UTP평면케이블 , CAT.6 DIRECT 10M, WHITE(▷흰색◁)[10859](150개)",LS-F6UTPD-10MW,2800
CAB-U6F022,"[LANstar] UTP평면케이블 , CAT.6 DIRECT 15M, WHITE(▷흰색◁)[10860](70개)",LS-F6UTPD-15MW,3400
CAB-U6F023,"[LANstar] UTP평면케이블 , CAT.6 DIRECT 20M, WHITE(▷흰색◁)[10861](70개)",LS-F6UTPD-20MW,4400
CAB-U6F027,"[LANstar] UTP평면 랜케이블 블루콘넥터, CAT.7 DIRECT 1M, BLACK(▶검정◀)[10970] (300개)",LS-F7-UTPD-1M,1200
CAB-U6F028,"[LANstar] UTP평면 랜케이블 블루콘넥터, CAT.7 DIRECT 2M, BLACK(▶검정◀)[10971] (300개)",LS-F7-UTPD-2M,1500
CAB-U6F029,"[LANstar] UTP평면 랜케이블 블루콘넥터, CAT.7 DIRECT 3M, BLACK(▶검정◀)[10972] (250개)",LS-F7-UTPD-3M,1800
CAB-U6F030,"[LANstar] UTP평면 랜케이블 블루콘넥터, CAT.7 DIRECT 5M, BLACK(▶검정◀)[10973] (200개)",LS-F7-UTPD-5M,2500
CAB-U6F031,"[LANstar] UTP평면 랜케이블 블루콘넥터, CAT.7 DIRECT 10M, BLACK(▶검정◀)[10974] (150개)",LS-F7-UTPD-10M,4000
CAB-U6F032,"[LANstar] UTP평면 랜케이블 블루콘넥터, CAT.7 DIRECT 15M, BLACK(▶검정◀)[10975] (70개)",LS-F7-UTPD-15M,6000
CAB-U6F033,"[LANstar] UTP평면 랜케이블 블루콘넥터, CAT.7 DIRECT 20M, BLACK(▶검정◀)[10976] (70개)",LS-F7-UTPD-20M,8000
CAB-U6F034,"[LANstar] UTP평면케이블 , CAT.6 DIRECT 0.5M, WHITE(▷흰색◁)[11039] (500개)",LS-F6UTPD-0.5MW,800
CAB-U6F035,"[LANstar] UTP평면 랜케이블 , CAT.6 DIRECT 0.5M, BLACK(▶검정◀)[11040] (500개)",LS-F6-UTPD-0.5M,800
CAB-U6F046,"UTP평면 랜케이블 , CAT.6 DIRECT 0.85M, BLACK (벌크)",LS-F6-UTPD-0.85M,800
CAB-U6G001,"[LANstar] H-CAT.6 랜케이블 , UTP DIRECT 50u, 1M [10053] (150개)",LS-6UTPD-1MG,900
CAB-U6G002,"[LANstar] H-CAT.6 랜케이블 , UTP DIRECT 50u, 2M [10054] (90개)",LS-6UTPD-2MG,1100
CAB-U6G004,"[LANstar] H-CAT.6 랜케이블 , UTP DIRECT 50u, 3M [10055] (70개)",LS-6UTPD-3MG,1300
CAB-U6G005,"[LANstar] H-CAT.6 랜케이블 , UTP DIRECT 50u, 5M [10056] (60개)",LS-6UTPD-5MG,1800
CAB-U6G006,"[LANstar] H-CAT.6 랜케이블 , UTP DIRECT 50u, 10M [10058] (32개)",LS-6UTPD-10MG,3000
CAB-U6G007,"[LANstar] H-CAT.6 랜케이블 , UTP DIRECT 50u, 15M [10059] (30개)",LS-6UTPD-15MG,4000
CAB-U6G008,"[LANstar] H-CAT.6 랜케이블 , UTP DIRECT 50u, 20M [10060] (20개)",LS-6UTPD-20MG,6000
CAB-U6G010,"[LANstar] H-CAT.6 랜케이블 , UTP DIRECT 50u, 30M [10061] (14개)",LS-6UTPD-30MG,8000
CAB-U6G013,"[LANstar] H-CAT.6 랜케이블 , UTP DIRECT 50u, 7M [10057] (40개)",LS-6UTPD-7MG,2300
CAB-U6G014,"[LANstar] H-CAT.6 랜케이블 , UTP DIRECT 50u, 50M [10062] (10개)",LS-6UTPD-50MG,12000
CAB-U6G022,"[LANstar] H-CAT.6 랜케이블 , UTP DIRECT 50u, 0.5M [10724] (220개)",LS-6UTPD-0.5MG,800
CAB-U6G228,[로켓배송] LS-6UTPD-1MG / 4개입,LS-6UTPD-1MG / 4개입,4130
CAB-U6G229,[로켓배송] LS-6UTPD-2MG / 3개입,LS-6UTPD-2MG / 3개입,4130
CAB-U6G230,[로켓배송] LS-6UTPD-5MG / 2개입,LS-6UTPD-5MG / 2개입,4060
CAB-U6R001,"[LANstar] H-CAT.6 랜케이블 , UTP DIRECT, RED, 2M [10063] (90개)",LS-6UTPD-2MR,1100
CAB-U6R002,"[LANstar] H-CAT.6 랜케이블 , UTP DIRECT, RED, 3M [10064] (70개)",LS-6UTPD-3MR,1300
CAB-U6R003,"[LANstar] H-CAT.6 랜케이블 , UTP DIRECT, RED, 5M [10065] (60개)",LS-6UTPD-5MR,1800
CAB-U6R004,"[LANstar] H-CAT.6 랜케이블 , UTP DIRECT, RED, 10M [10066] (32개)",LS-6UTPD-10MR,3000
CAB-U6T001,"[LANstar] [10867]CAT.6A UTP Slim 케이블, 32AWG, TPE, DIRECT 1M, WHITE (300개)",LS-6A-UTP-1MW,1300
CAB-U6T002,"[LANstar] [10868]CAT.6A UTP Slim 케이블, 32AWG, TPE, DIRECT 2M, WHITE (260개)",LS-6A-UTP-2MW,2000
CAB-U6T003,"[LANstar] [10869]CAT.6A UTP Slim 케이블, 32AWG, TPE, DIRECT 3M, WHITE (250개)",LS-6A-UTP-3MW,2600
CAB-U6T004,"[LANstar] [10870]CAT.6A UTP Slim 케이블, 32AWG, TPE, DIRECT 5M, WHITE (140개)",LS-6A-UTP-5MW,3600
CAB-U6T005,"[LANstar] [10871]CAT.6A UTP Slim 케이블, 32AWG, TPE, DIRECT 10M, WHITE (80개)",LS-6A-UTP-10MW,6300
CAB-U6T006,[LANstar] CAT.6 UTP 투명 평면케이블 0.5M [30871] [500개],LS-FT6U05M,900
CAB-U6T007,[LANstar] CAT.6 UTP 투명 평면케이블 1M [30872] [300개],LS-FT6U1M,1000
CAB-U6T008,[LANstar] CAT.6 UTP 투명 평면케이블 2M [30873] [300개],LS-FT6U2M,1300
CAB-U6T009,[LANstar] CAT.6 UTP 투명 평면케이블 3M [30874] [250개],LS-FT6U3M,1600
CAB-U6T010,[LANstar] CAT.6 UTP 투명 평면케이블 5M [30875] [200개],LS-FT6U5M,2300
CAB-U6T011,[LANstar] CAT.6 UTP 투명 평면케이블 10M [30876] [150개],LS-FT6U10M,3600
CAB-U6T012,[LANstar] CAT.6 UTP 투명 평면케이블 15M [30877] [70개],LS-FT6U15M,4500
CAB-U6T013,[LANstar] CAT.6 UTP 투명 평면케이블 20M [30878] [70개],LS-FT6U20M,6000
CAB-U6Y001,"[LANstar] H-CAT.6 랜케이블 , UTP DIRECT, YELLOW, 2M [10071] (90개)",LS-6UTPD-2MY,1100
CAB-U6Y002,"[LANstar] H-CAT.6 랜케이블 , UTP DIRECT, YELLOW, 3M [10072] (70개)",LS-6UTPD-3MY,1300
CAB-U6Y003,"[LANstar] H-CAT.6 랜케이블 , UTP DIRECT, YELLOW, 5M [10073] (60개)",LS-6UTPD-5MY,1800
CAB-U6Y004,"[LANstar] H-CAT.6 랜 케이블 , UTP DIRECT, YELLOW, 10M [10074] (32개)",LS-6UTPD-10MY,3000
CAB-U6박001,"[LANstar] UTP 랜케이블 , CAT.6, BOX, 100M , Grey[10115] (4개)",LS-6UTP-100MG,17000
CAB-U6박002,"[LANstar] UTP 랜케이블 , CAT.6, BOX, 300M , Grey, BOA [10116] (2개)",LS-6UTP-300MG,48000
CAB-U6박026,"[LANstar] UTP 랜케이블 , CAT.6, BOX, 300M , Blue, BOA [10931] (2개)",LS-6UTP-300MB,48000
CAB-U6박044,"[LANstar] 옥외용 , OUTDOOR Cable , Black , CAT.6 UTP BOX 300M [20240] ★★할인제외★★",LS-6UTP-OD300M,53000
CAB-U6박048,[LANstar] Cat.6 UTP 케이블 100m 회색 (RO) [30371] (4개),LS-6UTP-100MGE,16000
CAB-U6박056,"[LANstar] UTP 랜케이블 ,CAT.6, BOX, 300M BOA, PURPLE [30522] (2개)",LS-6UTP-300MP,48000
CAB-U6박057,"[LANstar] UTP 랜케이블 ,CAT.6, BOX, 300M BOA, Black [30565] (2개)",LS-6UTP-300MBK,48000
CAB-U6박058,"[LANstar] UTP 랜케이블 ,CAT.6, BOX, 300M BOA, Yellow [30566] (2개)",LS-6UTP-300MY,48000
CAB-U6박059,"[LANstar] UTP 랜케이블 ,CAT.6, BOX, 300M BOA, Red [30567] (2개)",LS-6UTP-300MR,48000
CAB-U7F001,"[LANstar] FTP평면케이블, CAT.7 DIRECT, 1M, White, 금도금 [10137] (150개)",LS-F7-SFTP-1M,2300
CAB-U7F002,"[LANstar] FTP평면케이블, CAT.7 DIRECT, 2M, White, 금도금 [10138] (120개)",LS-F7-SFTP-2M,3000
CAB-U7F003,"[LANstar] FTP평면케이블, CAT.7 DIRECT, 3M, White, 금도금 [10139] (100개)",LS-F7-SFTP-3M,3500
CAB-U7F004,"[LANstar] FTP평면케이블, CAT.7 DIRECT, 5M, White, 금도금 [10140] (70개)",LS-F7-SFTP-5M,4500
CAB-U7F005,"[LANstar] FTP평면케이블, CAT.7 DIRECT, 10M, White, 금도금 [10141] (30개)",LS-F7-SFTP-10M,7500
CAB-U7F006,"[LANstar] FTP평면케이블, CAT.7 DIRECT, 15M, White, 금도금 [10703] (25개)",LS-F7-SFTP-15M,10000
CAB-U7F007,"[LANstar] FTP평면케이블, CAT.7 DIRECT, 20M, White, 금도금 [10704] (20개)",LS-F7-SFTP-20M,13000
CAB-U7F048,[LANstar] CAT.6A FTP 평면케이블 1m 화이트색상 [30638] (280개),LS-F7FTP-1M,2500
CAB-U7F049,[LANstar] CAT.6A FTP 평면케이블 2m 화이트색상 [30639] (260개),LS-F7FTP-2M,3000
CAB-U7F050,[LANstar] CAT.6A FTP 평면케이블 3m 화이트색상 [30640] (200개),LS-F7FTP-3M,3500
CAB-U7F051,[LANstar] CAT.6A FTP 평면케이블 5m 화이트색상 [30641] (160개),LS-F7FTP-5M,4500
CAB-U7F052,[LANstar] CAT.6A FTP 평면케이블 10m 화이트색상 [30642] (80개),LS-F7FTP-10M,7500
CAB-U7F053,[LANstar] CAT.6A FTP 평면케이블 15m 화이트색상 [30643] (50개),LS-F7FTP-15M,10000
CAB-U7F054,[LANstar] CAT.6A FTP 평면케이블 20m 화이트색상 [30644] (40개),LS-F7FTP-20M,13000
CAB-U7박001,"[LANstar] Cat.7 UTP 케이블 ,300M ,24AWG [30362]",LS-7UTP-300MG,200000
CAB-U7박002,"[LANstar] Cat.7 UTP 케이블 ,100M ,24AWG [30375](4개)",LS-7UTP-100MG,70000
CAB-UAA001,[LANstar] USB 2.0 케이블 AM-AM 1.8M [10319] (220개),LS-USB-AMAM-1.8M,900
CAB-UAA002,[LANstar] USB 2.0 케이블 AM-AM 5M [10321] (90개),LS-USB-AMAM-5M,1500
CAB-UAA003,[LANstar] USB 2.0 케이블 AM-AM 10M [10322] (60개),LS-USB-AMAM-10M,2700
CAB-UAA008,[LANstar] USB 2.0 케이블 AM-AM 3M [10320] (140개),LS-USB-AMAM-3M,1200
CAB-UAA010,[LANstar] USB 2.0 케이블 AM-AM 휴대용 0.15M [10318] (1000개),LS-USB-AMAM-0.15M,500
CAB-UAA017,[LANstar] USB 2.0 케이블 AM-AM 1M [10812] (300개),LS-USB-AMAM-1M,700
CAB-UAB001,[LANstar] USB 2.0 케이블 AM-BM 1.8M [10326] (220개),LS-USB-AMBM-1.8M,900
CAB-UAB002,[LANstar] USB 2.0 케이블 AM-BM 3M [10327] (140개),LS-USB-AMBM-3M,1200
CAB-UAB003,[LANstar] USB 2.0 케이블 AM-BM 5M [10328] (90개),LS-USB-AMBM-5M,1500
CAB-UAB004,[LANstar] USB 2.0 케이블 AM-BM 10M [10329] (60개),LS-USB-AMBM-10M,2700
CAB-UAB015,[LANstar] USB 2.0 케이블 AM-BM 휴대용 0.15M [10323] (1000개),LS-USB-AMBM-0.15M,500
CAB-UAB016,[LANstar] USB 2.0 케이블 AM-BM 1M [10325] (300개),LS-USB-AMBM-1M,700
CAB-UAB018,[LANstar] USB 2.0 케이블 AM-BM 0.5M [10324] (500개),LS-USB-AMBM-0.5M,600
CAB-UAB041,[LANstar] USB 2.0 케이블 AM-BM 1M 노이즈필터 블랙 [30685],LS-USB-AMBM-1MC,1000
CAB-UAB138,쿠팡용 랜스타 AMBM USB-A 2.0 to USB-B 2.0 변환케이블 (LS-USB-AMBM-1.8M) 5개,(LS-USB-AMBM-1.8M) 5개,3950
CAB-UAB139,쿠팡용 랜스타 AMBM USB-A 2.0 to USB-B 2.0 변환케이블 (LS-USB-AMBM-3M) 5개,(LS-USB-AMBM-3M) 5개,4900
CAB-UAB140,쿠팡용 랜스타 AMBM USB-A 2.0 to USB-B 2.0 변환케이블 (LS-USB-AMBM-5M) 5개,(LS-USB-AMBM-5M) 5개,6250
CAB-UAB141,쿠팡용 랜스타 AMBM USB-A 2.0 to USB-B 2.0 변환케이블 (LS-USB-AMBM-10M) 5개,(LS-USB-AMBM-10M) 5개,11700
CAB-US3001,"[LANstar] [[USB 3.0]] 케이블 A／M-A／M, 1.8M[10357] (130개)",LS-USB3.0-AMAM-1.8M,2900
CAB-US3002,"[LANstar] [[USB 3.0]] 케이블 A／M-A／M, 3M[10358] (80개)",LS-USB3.0-AMAM-3M,3500
CAB-US3003,"[LANstar] [[USB 3.0]] 케이블 A／M-A／M, 5M[10359] (60개)",LS-USB3.0-AMAM-5M,4500
CAB-US3004,"[LANstar] [[USB 3.0]] 케이블 , A／M-B／M, 1.8M[10361] (130개)",LS-USB3.0-AMBM-1.8M,2900
CAB-US3005,"[LANstar] [[USB 3.0]] 케이블 , A／M-B／M, 3M[10362] (80개)",LS-USB3.0-AMBM-3M,3500
CAB-US3006,"[LANstar] [[USB 3.0]] 케이블 , A／M-B／M, 5M[10363](60개)",LS-USB3.0-AMBM-5M,4500
CAB-US3007,"[LANstar][USB 3.0]] 케이블 , A／M-A／F, 1.8M[10365] (130개)",LS-USB3.0-AMAF-1.8M,2900
CAB-US3008,"[LANstar][USB 3.0]] 케이블 , A／M-A／F, 3M[10366] (80개)",LS-USB3.0-AMAF-3M,3500
CAB-US3009,"[LANstar][USB 3.0]] 케이블 , A／M-A／F, 5M[10367] (60개)",LS-USB3.0-AMAF-5M,4500
CAB-US3011,"[LANstar] [[USB 3.0]] 케이블 , A／M-B／M, 1M[10360] (180개)",LS-USB3.0-AMBM-1M,2300
CAB-US3013,"[LANstar] [[USB 3.0]] 케이블 A／M-A／M, 1M[10356](180개)",LS-USB3.0-AMAM-1M,2300
CAB-US3015,[LANstar] [USB 3.0] 케이블 AM-MICRO B 2m [10371] (120개),LS-USB3.0-AMMIC-2M,3000
CAB-US3025,"[LANstar] [[USB3.0]] 판넬형케이블, A형M/F, SCREW, BLUE, 1M[10565] (250개)",LS-USB30-S1M,4000
CAB-US3029,[LANstar] [USB 3.0] 케이블 AM-MICRO B 0.5m [10368] (240개),LS-USB3.0-AMMIC-0.5M,2000
CAB-US3030,[LANstar] [USB 3.0] 케이블 AM-MICRO B 1m [10369] (180개),LS-USB3.0-AMMIC-1M,2300
CAB-US3031,[LANstar] [USB 3.0] 케이블 AM-MICRO B 1.5m [10370] (160개),LS-USB3.0-AMMIC-1.5M,2700
CAB-US3032,"[LANstar] [[USB3.0]] 판넬형케이블, A형M/F, SCREW, BLUE, 2M[10566] (120개)",LS-USB30-S2M,4500
CAB-US3034,"[LANstar][USB 3.0]] 케이블 , A／M-A／F, 1M[10364] (180개)",LS-USB3.0-AMAF-1M,2300
CAB-US3061,[LANstar] [USB 3.0] 케이블 AM-MICRO B 3m [10761] (80개),LS-USB3.0-AMMIC-3M,4000
CAB-US3064,[LANstar] [USB 3.0] 케이블 AM-MICRO B 5m [10762] (60개),LS-USB3.0-AMMIC-5M,5000
CAB-US3101,[LANstar] USB3.0 AM-MicroB Screw 케이블 1M Blue [10996](180개),LS-U30AMBM-S1M,4000
CAB-US3103,[LANstar] USB3.0 AM-MicroB Screw 케이블 1.5M Blue [10997],LS-U30AMBM-S1.5M,4500
CAB-US3108,"[LANstar] [USB 3.0] 케이블 A／M-A／M, 0.6M[11016] (260개)",LS-USB3.0-AMAM-0.6M,2000
CAB-US3150,"[LANstar] USB 3.0 연장 케이블 , AM-AF, 0.5M [30380][260개]",LS-USB3.0-AMAF-0.5M,2000
CAB-US3183,"[LANstar] 모바일 2in1 충전 케이블 블랙 1m (Type A, C) [30633] (400개)",LS-U21C,4000
CAB-US5001,"[LANstar] USB2.0미니케이블, USB A／M-5PIN Mini 1M[10344] (400개)",LS-USB-AM5P-1M,700
CAB-US5002,"[LANstar] USB2.0미니케이블, USB A／M-5PIN Mini, 2M[10346] (220개)",LS-USB-AM5P-2M,900
CAB-US5003,"[LANstar] USB2.0미니케이블, USB A／F-5PIN Mini, 2M[10349] (250개)",LS-USB-AF5P-2M,800
CAB-US5004,"[LANstar] USB2.0미니케이블, USB A／M-5PIN Mini, 3M[10347] (180개)",LS-USB-AM5P-3M,1200
CAB-US5007,"[LANstar] USB2.0미니케이블, USB A／M-5PIN Mini, 1.5M[10345] (250개)",LS-USB-AM5P-1.5M,800
CAB-US5010,"[LANstar] USB2.0미니케이블, USB A／M-5PIN Mini, 5M[10348] (100개)",LS-USB-AM5P-5M,1500
CAB-US5012,"[LANstar] USB2.0미니케이블, USB A／M-5PIN Mini, 0.15M[10342] (1,000개)",LS-USB-AM5P-0.15M,500
CAB-US5015,"[LANstar] USB2.0미니케이블, USB A／M-5PIN Mini, 0.5M[10343] (500개)",LS-USB-AM5P-0.5M,600
CAB-US5017,"[LANstar] USB2.0미니파워케이블 , USB A／M*2-5PIN Mini, 1M[10350]",LS-USB-A2M5P-1M,1000
CAB-USM001,"[LANstar] USB2.0 MICRO케이블, A／M-MICRO A／M, 1.5M [10737](250개)",LS-UAMMAM-1.5M,1000
CAB-USM002,[LANstar] USB 2.0 마이크로 5핀 케이블 AM-Micro 5P 1.5M [10354] (250개),LS-USB-AMMIC-1.5M,1000
CAB-USM003,"USB2.0 MICRO케이블, MICRO AM／BM, 1.5M (LANstar)(250개)",LS-UMAMB-1.5M,1000
CAB-USM004,[LANstar] USB 2.0 마이크로 5핀 케이블 AM-Micro 5P 0.5M [10352] (500개),LS-USB-AMMIC-0.5M,700
CAB-USM005,[LANstar] USB 2.0 마이크로 5핀 케이블 AM-Micro 5P 1M [10353] (400개),LS-USB-AMMIC-1M,800
CAB-USM006,"[LANstar] USB2.0 MICRO듀얼케이블, A*2／M-MICRO B／M, 1.5M[10355] (250개)",LS-USB-A2MMIC-1.5M,1500
CAB-USM007,"[LANstar] USB2.0 MICRO케이블 , A／M-MICRO B／M, 1.5M [10826] (Blister)",LS-SMUM-1.5MB,1100
CAB-USM012,"USB2.0 MICRO듀얼케이블, A*2／M-MICRO B／M, 1.5M (LANstar)",[LSM-USB-MICRO2MM]모바일 단면포장,2000
CAB-USM013,"USB2.0 MICRO케이블, A／M-MICRO B／M, 1.5M",LSM-USB-MICRO-1.5M모바일단면포장,1500
CAB-USM015,"[LANstar] USB 2.0 마이크로 5핀 케이블 AM-Micro 5P 0.15M [10351] (1,000개) ★★할인제외★★",LS-USB-AMMIC-0.15M,500
CAB-U연장001,[LANstar] USB 2.0 연장케이블 AM-AF 0.5M [10331] (480개),LS-USB-AMAF-0.5M,600
CAB-U연장002,[LANstar] USB 2.0 연장케이블 AM-AF 1M [10332] (300개),LS-USB-AMAF-1M,700
CAB-U연장003,[LANstar] USB 2.0 연장케이블 AM-AF 1.8M [10333] (220개),LS-USB-AMAF-1.8M,900
CAB-U연장004,[LANstar] USB 2.0 연장케이블 AM-AF 3M [10334] (140개),LS-USB-AMAF-3M,1200
CAB-U연장005,[LANstar] USB 2.0 연장케이블 AM-AF 5M [10335] (90개),LS-USB-AMAF-5M,1500
CAB-U연장006,[LANstar] USB 2.0 연장케이블 AM-AF 10M [10336] (60개),LS-USB-AMAF-10M,2700
CAB-U연장007,[LANstar] USB 2.0 LOCK 연장케이블 AM-AF 1.8M [10337] (130개),LS-USBLOCK-1.8M,1800
CAB-U연장008,[LANstar] USB 2.0 LOCK 연장케이블 AM-AF 3M [10338] (100개),LS-USBLOCK-3M,2200
CAB-U연장009,[LANstar] USB 2.0 LOCK 연장케이블 AM-AF 5M [10339] (80개),LS-USBLOCK-5M,3000
CAB-U연장010,[LANstar] USB 2.0 LOCK 연장케이블 AM-AF 10M [10340] (50개),LS-USBLOCK-10M,4500
CAB-U연장012,[LANstar] USB2.0 판넬형 연장케이블 AM-AF Screw 나사고정 2M [10561] (150개),LS-USB2.0-AMAF-S2M,1400
CAB-U연장019,"[LANstar] USB2.0케이블, A／M-A／F*2, 충전용, 0.15M[10655]",LS-USB-AM2AF-0.15M,600
CAB-U연장028,[LANstar] USB2.0 판넬형 연장케이블 AM-AF Screw 나사고정 0.5M [10559] (320개),LS-USB2.0-AMAF-S0.5M,1000
CAB-U연장029,[LANstar] USB2.0 판넬형 연장케이블 AM-AF Screw 나사고정 1M [10560] (250개),LS-USB2.0-AMAF-S1M,1200
CAB-U연장030,[LANstar] USB2.0 판넬형 연장케이블 AM-AF Screw 나사고정 3M [10562] (100개),LS-USB2.0-AMAF-S3M,1600
CAB-U연장031,[LANstar] USB2.0 판넬형 연장케이블 AM-AF Screw 나사고정 5M [10563] (70개),LS-USB2.0-AMAF-S5M,2100
CAB-U연장043,[LANstar] USB 2.0 연장케이블 AM-AF 0.15M [10654] (1000개),LS-USB-AMAF-0.15M,500
CAB-U연장084,"[LANstar] USB2.0 판넬형 연장 케이블 연장 A/F-A/FScrew, Grey, 0.2M [10943](350)",LS-USB2.0-FFS0.2M,2000
CAB-U연장085,"[LANstar] USB3.0 판넬형 연장 케이블 연장 A/F-A/FScrew, Black, 0.2M [10944](200개)",LS-USB3.0-FFS0.2M,3800
CAB-U연장086,"[LANstar] USB 3.1 판넬형 연장 케이블 연장 C/F-C/FScrew, Black, 0.2M [10945]",LS-USB3.1-FFS0.2M,7200
CAB-U연장162,쿠팡용 랜스타 A/M A/F USB-A 2.0 to USB A 2.0 MF 연장케이블 LS-USB-AMAF-1M 5개,LS-USB-AMAF-1M 5개,3500
CAB-U연장163,쿠팡용 랜스타 A/M A/F USB-A 2.0 to USB A 2.0 MF 연장케이블 LS-USB-AMAF-1.8M 5개,LS-USB-AMAF-1.8M 5개,4500
CAB-U연장164,쿠팡용 랜스타 A/M A/F USB-A 2.0 to USB A 2.0 MF 연장케이블 LS-USB-AMAF-3M 5개,LS-USB-AMAF-3M 5개,5500
CAB-U연장165,쿠팡용 랜스타 A/M A/F USB-A 2.0 to USB A 2.0 MF 연장케이블 LS-USB-AMAF-10M 5개,LS-USB-AMAF-10M 5개,14000
CAB-U연장166,쿠팡용 랜스타 AMAF USB A 2.0 to USB A 2.0 MF 판넬형 락킹 연장케이블 LS-USB2.0-AMAF-S0.5M 5개,LS-USB2.0-AMAF-S0.5M 5개,4500
CAB-U연장167,쿠팡용 랜스타 AMAF USB A 2.0 to USB A 2.0 MF 판넬형 락킹 연장케이블 LS-USB2.0-AMAF-S1M 5개,LS-USB2.0-AMAF-S1M 5개,5250
CAB-U연장168,쿠팡용 랜스타 AMAF USB A 2.0 to USB A 2.0 MF 판넬형 락킹 연장케이블 LS-USB2.0-AMAF-S3M 5개,LS-USB2.0-AMAF-S3M 5개,6750
CAB-U연장169,쿠팡용 랜스타 AMAF USB A 2.0 to USB A 2.0 MF 판넬형 락킹 연장케이블 LS-USB2.0-AMAF-S5M 5개,LS-USB2.0-AMAF-S5M 5개,8600
CAB-공유F001,"[LANstar] 공유기 연장케이블 , DB25P M／F, 25Core, 1.8M[10510] (70개)",LS-SER-25MF-1.8M,2500
CAB-공유F002,"[LANstar] 공유기 연장케이블 , DB25P M／F, 25Core, 5M[10512] (30개)",LS-SER-25MF-5M,4000
CAB-공유F004,"[LANstar] 공유기 연장케이블 , B25P M／F, 25Core, 3M[10511] (40개)",LS-SER-25MF-3M,3000
CAB-공유M001,"[LANstar] 공유기케이블 , DB25P M／M, 25Core, 1.8M[10506] (70개)",LS-SER-25MM-1.8M,2500
CAB-공유M002,"[LANstar] 공유기케이블 , DB25P M／M, 25Core, 5M[10508] (30개)",LS-SER-25MM-5M,4000
CAB-공유M003,"[LANstar] 공유기케이블 , DB25P M／M, 25Core, 10M[10509] (22개)",LS-SER-25MM-10M,7000
CAB-공유M005,"[LANstar] 공유기케이블 , DB25P M／M, 25Core, 3M[10507] (40개)",LS-SER-25MM-3M,3000
CAB-광오디001,"[LANstar] 광오디오케이블 , 1.5M 각대각 각원젠더포함[10483](125개)",LS-FOTT-1.5M,2400
CAB-광오디002,"[LANstar] 광오디오케이블 , 3M 각대각 각원젠더포함 [10484](100개)",LS-FOTT-3M,3300
CAB-광오디003,"[LANstar] 광오디오케이블 , 5M 각대각 각원젠더포함[10485](60개)",LS-FOTT-5M,4500
CAB-광오디052,[Coms] ITB670 광 디지털 오디오 옵티컬 케이블 10M TOSLINK,ITB670,11000
CAB-내부파002,"[LANstar] PC파워케이블, IDE to IDE*2, 5.25／M - 5.25 *2／F, 0.2m [10752] ★할인제외★",LS-Y52P,700
CAB-내부파029,[LANstar] 파워동기식 24핀+4핀 컨트롤러 [20124] ★★할인제외★★,LS-POWER442-4PIN,4000
CAB-내부파045,[LANstar] USB2.0 헤더 4포트 허브 [30383](250개),LS-US204,12000
CAB-모BN001,[LANstar] RGB모니터케이블 HDB15P／M-BNC 5구 1.8M[10298],LS-15MBNC5-1.8M,5500
CAB-모BN003,"[LANstar] RGB모니터케이블 , HDB15P／M-BNC 5구, 10M[10300] (16개)",LS-15MBNC5-10M,15000
CAB-모US001,"USB갤럭시케이블, A/M-P1000 30P/M, 0.15M[10650]",LS-USB-P1000-015M,500
CAB-모바일001,아이폰5/6 USB TO 라이트닝 8핀 충전 데이타 화이트 케이스 케이블 1.5M [10731][LANstar],LS-AP8PWW-1.5M,2000
CAB-모바일004,[LANstar] 아이폰5/6 USB TO 라이트닝 8핀 평면 충전 데이터 레드메탈 케이블 1M [10739],LS-AP8PWR-1M,2000
CAB-모바일005,[LANstar] 아이폰5/6 USB TO 라이트닝 8핀 평면 충전 데이터 블루메탈 케이블 1M [10732],LS-AP8PWB-1M,2000
CAB-모바일006,[LANstar] 삼성/LG용 USB TO 마이크로 B 평면 충전 데이터 골드메탈 케이블 1M [10736],LS-SL5PWG-1M,1500
